Territory	Date	t	N	∆S(t)	∆C(t)	∆I(t)	∆R(t)	∆D(t)
['SP, SP, *']	2021-03-11	380	46289333	-23775	23775	-37	23150	662
['SP, SP, *']	2021-03-12	381	46289333	-24532	24532	2649	21178	705
['SP, SP, *']	2021-03-13	382	46289333	-24984	24984	9092	15164	728
['SP, SP, *']	2021-03-14	383	46289333	-25499	25499	15430	9309	760
['SP, SP, *']	2021-03-15	384	46289333	-25794	25794	12685	12355	754
['SP, SP, *']	2021-03-16	385	46289333	-26259	26259	4364	21095	800
['SP, SP, *']	2021-03-17	386	46289333	-26945	26945	2291	23811	843
['SP, SP, *']	2021-03-18	387	46289333	-27798	27798	2632	24261	905
['SP, SP, *']	2021-03-19	388	46289333	-28642	28642	4086	23623	933
['SP, SP, *']	2021-03-20	389	46289333	-29409	29409	9726	18698	985
['SP, SP, *']	2021-03-21	390	46289333	-29527	29527	16280	12266	981
['SP, SP, *']	2021-03-22	391	46289333	-29388	29388	11015	17408	965
['SP, SP, *']	2021-03-23	392	46289333	-30319	30319	2804	26452	1063
['SP, SP, *']	2021-03-24	393	46289333	-31020	31020	2028	28025	967
['SP, SP, *']	2021-03-25	394	46289333	-31293	31293	2193	28150	950
['SP, SP, *']	2021-03-26	395	46289333	-32097	32097	4129	26854	1114
['SP, SP, *']	2021-03-27	396	46289333	-32125	32125	9735	21152	1238
['SP, SP, *']	2021-03-28	397	46289333	-32507	32507	16661	14579	1267
['SP, SP, *']	2021-03-29	398	46289333	-32634	32634	12193	19104	1337
['SP, SP, *']	2021-03-30	399	46289333	-32753	32753	1905	29457	1391
['SP, SP, *']	2021-03-31	400	46289333	-33546	33546	465	31439	1642
['SP, SP, *']	2021-04-01	401	46289333	-35866	35866	2143	31943	1780
['SP, SP, *']	2021-04-02	402	46289333	-34515	34515	1120	31722	1673
['SP, SP, *']	2021-04-03	403	46289333	-31345	31345	5451	24465	1429
['SP, SP, *']	2021-04-04	404	46289333	-30657	30657	13467	15753	1437
['SP, SP, *']	2021-04-05	405	46289333	-30493	30493	7410	21688	1395
['SP, SP, *']	2021-04-06	406	46289333	-30903	30903	-5033	34490	1446
['SP, SP, *']	2021-04-07	407	46289333	-30432	30432	-7077	36140	1369
['SP, SP, *']	2021-04-08	408	46289333	-28843	28843	-8473	35885	1431
['SP, SP, *']	2021-04-09	409	46289333	-29968	29968	-6275	34758	1485
['SP, SP, *']	2021-04-10	410	46289333	-32907	32907	5291	26000	1616
['SP, SP, *']	2021-04-11	411	46289333	-33181	33181	14114	17382	1685
['SP, SP, *']	2021-04-12	412	46289333	-33371	33371	8589	23087	1695
['SP, SP, *']	2021-04-13	413	46289333	-32114	32114	-7074	37523	1665
['SP, SP, *']	2021-04-14	414	46289333	-31334	31334	-13329	42940	1723
['SP, SP, *']	2021-04-15	415	46289333	-30495	30495	-10884	39724	1655
['SP, SP, *']	2021-04-16	416	46289333	-29717	29717	1628	26496	1593
['SP, SP, *']	2021-04-17	417	46289333	-29841	29841	12205	16010	1626
['SP, SP, *']	2021-04-18	418	46289333	-29338	29338	13739	14047	1552
['SP, SP, *']	2021-04-19	419	46289333	-28987	28987	3789	23647	1551
['SP, SP, *']	2021-04-20	420	46289333	-29177	29177	-10510	38181	1506
['SP, SP, *']	2021-04-21	421	46289333	-28701	28701	-12315	39544	1472
['SP, SP, *']	2021-04-22	422	46289333	-25615	25615	-15345	39739	1221
['SP, SP, *']	2021-04-23	423	46289333	-25567	25567	-11614	35939	1242
['SP, SP, *']	2021-04-24	424	46289333	-22821	22821	-4283	25957	1147
['SP, SP, *']	2021-04-25	425	46289333	-25173	25173	6819	17113	1241
['SP, SP, *']	2021-04-26	426	46289333	-25124	25124	1941	21963	1220
['SP, SP, *']	2021-04-27	427	46289333	-24819	24819	-10541	34162	1198
['SP, SP, *']	2021-04-28	428	46289333	-24787	24787	-12897	36533	1151
['SP, SP, *']	2021-04-29	429	46289333	-26974	26974	-10002	35627	1349
['SP, SP, *']	2021-04-30	430	46289333	-26328	26328	-6582	31619	1291
['SP, SP, *']	2021-05-01	431	46289333	-26051	26051	1757	23021	1273
['SP, SP, *']	2021-05-02	432	46289333	-25442	25442	9395	14800	1247
['SP, SP, *']	2021-05-03	433	46289333	-25224	25224	3356	20618	1250
['SP, SP, *']	2021-05-04	434	46289333	-24501	24501	-8980	32287	1194
['SP, SP, *']	2021-05-05	435	46289333	-23706	23706	-5882	28430	1158
['SP, SP, *']	2021-05-06	436	46289333	-23292	23292	-4160	26345	1107
['SP, SP, *']	2021-05-07	437	46289333	-22992	22992	-4621	26528	1085
['SP, SP, *']	2021-05-08	438	46289333	-24687	24687	1401	22119	1167
['SP, SP, *']	2021-05-09	439	46289333	-22771	22771	2066	19636	1069
['SP, SP, *']	2021-05-10	440	46289333	-22781	22781	0	21729	1052
['SP, SP, *']	2021-05-11	441	46289333	-23025	23025	-9856	31841	1040
['SP, SP, *']	2021-05-12	442	46289333	-23437	23437	-9584	31979	1042
['SP, SP, *']	2021-05-13	443	46289333	-24060	24060	-6991	30043	1008
['SP, SP, *']	2021-05-14	444	46289333	-24463	24463	-1438	24900	1001
['SP, SP, *']	2021-05-15	445	46289333	-25145	25145	4946	19243	956
['SP, SP, *']	2021-05-16	446	46289333	-24571	24571	6985	16641	945
['SP, SP, *']	2021-05-17	447	46289333	-25884	25884	6040	18861	983
['SP, SP, *']	2021-05-18	448	46289333	-25730	25730	-2526	27272	984
['SP, SP, *']	2021-05-19	449	46289333	-26049	26049	-1905	26955	999
['SP, SP, *']	2021-05-20	450	46289333	-26703	26703	-1353	27055	1001
['SP, SP, *']	2021-05-21	451	46289333	-26873	26873	-173	26039	1007
['SP, SP, *']	2021-05-22	452	46289333	-27230	27230	7020	19209	1001
['SP, SP, *']	2021-05-23	453	46289333	-28297	28297	13732	13563	1002
['SP, SP, *']	2021-05-24	454	46289333	-27395	27395	8794	17635	966
['SP, SP, *']	2021-05-25	455	46289333	-27880	27880	-2002	28891	991
['SP, SP, *']	2021-05-26	456	46289333	-27847	27847	-3687	30566	968
['SP, SP, *']	2021-05-27	457	46289333	-26374	26374	-4917	30316	975
['SP, SP, *']	2021-05-28	458	46289333	-22109	22109	-7088	28187	1010
['SP, SP, *']	2021-05-29	459	46289333	-21228	21228	132	20060	1036
['SP, SP, *']	2021-05-30	460	46289333	-22236	22236	6517	14665	1054
['SP, SP, *']	2021-05-31	461	46289333	-22662	22662	1540	20066	1056
['SP, SP, *']	2021-06-01	462	46289333	-20449	20449	-9876	29406	919
['SP, SP, *']	2021-06-02	463	46289333	-25073	25073	-7893	31913	1053
['SP, SP, *']	2021-06-03	464	46289333	-27059	27059	-5573	31606	1026
['SP, SP, *']	2021-06-04	465	46289333	-27721	27721	-3894	30780	835
['SP, SP, *']	2021-06-05	466	46289333	-28659	28659	4857	22925	877
['SP, SP, *']	2021-06-06	467	46289333	-28351	28351	12021	15444	886
['SP, SP, *']	2021-06-07	468	46289333	-28055	28055	7525	19625	905
['SP, SP, *']	2021-06-08	469	46289333	-27566	27566	-3336	29897	1005
['SP, SP, *']	2021-06-09	470	46289333	-19376	19376	-9644	28153	867
['SP, SP, *']	2021-06-10	471	46289333	-20319	20319	200	19190	929
['SP, SP, *']	2021-06-11	472	46289333	-25741	25741	7643	16992	1106
['SP, SP, *']	2021-06-12	473	46289333	-26965	26965	5616	20293	1056
['SP, SP, *']	2021-06-13	474	46289333	-26768	26768	8062	17644	1062
['SP, SP, *']	2021-06-14	475	46289333	-26077	26077	6044	18997	1036
['SP, SP, *']	2021-06-15	476	46289333	-31180	31180	-4074	34168	1086
['SP, SP, *']	2021-06-16	477	46289333	-36434	36434	-8207	43514	1127
['SP, SP, *']	2021-06-17	478	46289333	-32004	32004	1489	29509	1006
['SP, SP, *']	2021-06-18	479	46289333	-35535	35535	12460	21962	1113
['SP, SP, *']	2021-06-19	480	46289333	-35324	35324	10983	23177	1164
['SP, SP, *']	2021-06-20	481	46289333	-35412	35412	17599	16659	1154
['SP, SP, *']	2021-06-21	482	46289333	-36041	36041	21134	13738	1169
['SP, SP, *']	2021-06-22	483	46289333	-35245	35245	17500	16605	1140
['SP, SP, *']	2021-06-23	484	46289333	-34367	34367	9266	23981	1120
['SP, SP, *']	2021-06-24	485	46289333	-37345	37345	-810	36900	1255
['SP, SP, *']	2021-06-25	486	46289333	-33277	33277	-5434	37528	1183
['SP, SP, *']	2021-06-26	487	46289333	-32834	32834	2363	29341	1130
['SP, SP, *']	2021-06-27	488	46289333	-32372	32372	14321	16940	1111
['SP, SP, *']	2021-06-28	489	46289333	-32209	32209	6830	24278	1101
['SP, SP, *']	2021-06-29	490	46289333	-28354	28354	-12909	40285	978
['SP, SP, *']	2021-06-30	491	46289333	-27742	27742	-9547	36187	1102
['SP, SP, *']	2021-07-01	492	46289333	-27168	27168	-10793	36899	1062
['SP, SP, *']	2021-07-02	493	46289333	-26732	26732	-19590	45310	1012
['SP, SP, *']	2021-07-03	494	46289333	-26080	26080	-6711	31780	1011
['SP, SP, *']	2021-07-04	495	46289333	-25647	25647	6191	18439	1017
['SP, SP, *']	2021-07-05	496	46289333	-25632	25632	1490	23124	1018
['SP, SP, *']	2021-07-06	497	46289333	-28354	28354	-6970	34220	1104
['SP, SP, *']	2021-07-07	498	46289333	-27647	27647	-8271	34988	930
['SP, SP, *']	2021-07-08	499	46289333	-27221	27221	-11493	37812	902
['SP, SP, *']	2021-07-09	500	46289333	-25862	25862	-10741	35735	868
['SP, SP, *']	2021-07-10	501	46289333	-23301	23301	-5036	27591	746
['SP, SP, *']	2021-07-11	502	46289333	-22948	22948	6277	15948	723
['SP, SP, *']	2021-07-12	503	46289333	-22185	22185	4151	17320	714
['SP, SP, *']	2021-07-13	504	46289333	-18226	18226	-8842	26467	601
['SP, SP, *']	2021-07-14	505	46289333	-16291	16291	-16071	31843	519
['SP, SP, *']	2021-07-15	506	46289333	-13904	13904	-21888	35351	441
['SP, SP, *']	2021-07-16	507	46289333	-11340	11340	-24813	35790	363
['SP, SP, *']	2021-07-17	508	46289333	-9145	9145	-16135	24947	333
