Territory	Date	t	N	S(t)	I(t)	R(t)	D(t)
Sudeste, SP, *	2021-02-11	394	45919049	0	1889969	1721171	55742
Sudeste, SP, *	2021-02-12	395	45919049	0	1901574	1733874	55971
Sudeste, SP, *	2021-02-13	396	45919049	0	1911411	1746589	56191
Sudeste, SP, *	2021-02-14	397	45919049	0	1913598	1750991	56266
Sudeste, SP, *	2021-02-15	398	45919049	0	1915914	1753411	56304
Sudeste, SP, *	2021-02-16	399	45919049	0	1927410	1767449	56702
Sudeste, SP, *	2021-02-17	400	45919049	0	1938712	1780943	56960
Sudeste, SP, *	2021-02-18	401	45919049	0	1949459	1795000	57240
Sudeste, SP, *	2021-02-19	402	45919049	0	1960564	1807533	57499
Sudeste, SP, *	2021-02-20	403	45919049	0	1971423	1819598	57743
Sudeste, SP, *	2021-02-21	404	45919049	0	1975927	1823927	57799
Sudeste, SP, *	2021-02-22	405	45919049	0	1978477	1826385	57842
Sudeste, SP, *	2021-02-23	406	45919049	0	1990554	1839714	58199
Sudeste, SP, *	2021-02-24	407	45919049	0	2002640	1853494	58528
Sudeste, SP, *	2021-02-25	408	45919049	0	2014529	1865175	58873
Sudeste, SP, *	2021-02-26	409	45919049	0	2026125	1877036	59129
Sudeste, SP, *	2021-02-27	410	45919049	0	2037267	1887361	59428
Sudeste, SP, *	2021-02-28	411	45919049	0	2041628	1890013	59493
Sudeste, SP, *	2021-03-01	412	45919049	0	2044699	1892377	59546
Sudeste, SP, *	2021-03-02	413	45919049	0	2054867	1904334	60014
Sudeste, SP, *	2021-03-03	414	45919049	0	2068616	1916144	60381
Sudeste, SP, *	2021-03-04	415	45919049	0	2080852	1927018	60694
Sudeste, SP, *	2021-03-05	416	45919049	0	2093924	1938088	61064
Sudeste, SP, *	2021-03-06	417	45919049	0	2107687	1948990	61417
Sudeste, SP, *	2021-03-07	418	45919049	0	2113738	1953198	61463
Sudeste, SP, *	2021-03-08	419	45919049	0	2117962	1955731	61584
Sudeste, SP, *	2021-03-09	420	45919049	0	2134020	1967770	62101
Sudeste, SP, *	2021-03-10	421	45919049	0	2149561	1979943	62570
Sudeste, SP, *	2021-03-11	422	45919049	0	2164066	1991816	63010
Sudeste, SP, *	2021-03-12	423	45919049	0	2179786	2003457	63531
Sudeste, SP, *	2021-03-13	424	45919049	0	2195130	2014655	63965
Sudeste, SP, *	2021-03-14	425	45919049	0	2202983	2019035	64123
Sudeste, SP, *	2021-03-15	426	45919049	0	2208242	2021997	64223
Sudeste, SP, *	2021-03-16	427	45919049	0	2225926	2032638	64902
Sudeste, SP, *	2021-03-17	428	45919049	0	2243868	2046116	65519
Sudeste, SP, *	2021-03-18	429	45919049	0	2261360	2058388	66178
Sudeste, SP, *	2021-03-19	430	45919049	0	2280033	2071210	66798
Sudeste, SP, *	2021-03-20	431	45919049	0	2298061	2084514	67414
Sudeste, SP, *	2021-03-21	432	45919049	0	2306326	2090238	67558
Sudeste, SP, *	2021-03-22	433	45919049	0	2311101	2094211	67602
Sudeste, SP, *	2021-03-23	434	45919049	0	2332043	2109301	68623
Sudeste, SP, *	2021-03-24	435	45919049	0	2352438	2124505	68904
Sudeste, SP, *	2021-03-25	436	45919049	0	2370885	2138525	69503
Sudeste, SP, *	2021-03-26	437	45919049	0	2392374	2153668	70696
Sudeste, SP, *	2021-03-27	438	45919049	0	2410498	2168515	71747
Sudeste, SP, *	2021-03-28	439	45919049	0	2420100	2175832	71991
Sudeste, SP, *	2021-03-29	440	45919049	0	2425320	2180798	72283
Sudeste, SP, *	2021-03-30	441	45919049	0	2446680	2197944	73492
Sudeste, SP, *	2021-03-31	442	45919049	0	2469849	2215217	74652
Sudeste, SP, *	2021-04-01	443	45919049	0	2496416	2231953	75734
Sudeste, SP, *	2021-04-02	444	45919049	0	2513178	2249834	76552
Sudeste, SP, *	2021-04-03	445	45919049	0	2520204	2267127	76750
Sudeste, SP, *	2021-04-04	446	45919049	0	2527400	2275146	77020
Sudeste, SP, *	2021-04-05	447	45919049	0	2532047	2279877	77165
Sudeste, SP, *	2021-04-06	448	45919049	0	2554841	2299919	78554
Sudeste, SP, *	2021-04-07	449	45919049	0	2576362	2319555	79443
Sudeste, SP, *	2021-04-08	450	45919049	0	2597366	2337540	80742
Sudeste, SP, *	2021-04-09	451	45919049	0	2618067	2358140	81750
Sudeste, SP, *	2021-04-10	452	45919049	0	2635378	2375901	82407
Sudeste, SP, *	2021-04-11	453	45919049	0	2643534	2385053	82917
Sudeste, SP, *	2021-04-12	454	45919049	0	2648844	2390103	83098
Sudeste, SP, *	2021-04-13	455	45919049	0	2667241	2410844	84380
Sudeste, SP, *	2021-04-14	456	45919049	0	2686031	2433153	85475
Sudeste, SP, *	2021-04-15	457	45919049	0	2704098	2457866	86535
Sudeste, SP, *	2021-04-16	458	45919049	0	2722077	2475105	87326
Sudeste, SP, *	2021-04-17	459	45919049	0	2739823	2484021	88097
Sudeste, SP, *	2021-04-18	460	45919049	0	2746217	2491496	88350
Sudeste, SP, *	2021-04-19	461	45919049	0	2750300	2496202	88528
Sudeste, SP, *	2021-04-20	462	45919049	0	2769360	2518458	89650
Sudeste, SP, *	2021-04-21	463	45919049	0	2786483	2539910	90627
Sudeste, SP, *	2021-04-22	464	45919049	0	2793750	2561367	90810
Sudeste, SP, *	2021-04-23	465	45919049	0	2811562	2581267	91673
Sudeste, SP, *	2021-04-24	466	45919049	0	2827833	2597039	92548
Sudeste, SP, *	2021-04-25	467	45919049	0	2834321	2605045	92693
Sudeste, SP, *	2021-04-26	468	45919049	0	2838233	2610259	92798
Sudeste, SP, *	2021-04-27	469	45919049	0	2856225	2629235	93842
Sudeste, SP, *	2021-04-28	470	45919049	0	2873238	2648364	94656
Sudeste, SP, *	2021-04-29	471	45919049	0	2888158	2666813	95532
Sudeste, SP, *	2021-04-30	472	45919049	0	2903709	2685207	96191
Sudeste, SP, *	2021-05-01	473	45919049	0	2918044	2702906	96941
Sudeste, SP, *	2021-05-02	474	45919049	0	2923367	2709640	97058
Sudeste, SP, *	2021-05-03	475	45919049	0	2926516	2713929	97172
Sudeste, SP, *	2021-05-04	476	45919049	0	2941980	2732990	98021
Sudeste, SP, *	2021-05-05	477	45919049	0	2956210	2750509	98710
Sudeste, SP, *	2021-05-06	478	45919049	0	2969680	2759847	99406
Sudeste, SP, *	2021-05-07	479	45919049	0	2984182	2777866	99989
Sudeste, SP, *	2021-05-08	480	45919049	0	2997282	2794436	100649
Sudeste, SP, *	2021-05-09	481	45919049	0	3003067	2801066	100799
Sudeste, SP, *	2021-05-10	482	45919049	0	3006250	2805067	100854
Sudeste, SP, *	2021-05-11	483	45919049	0	3022568	2823376	101660
Sudeste, SP, *	2021-05-12	484	45919049	0	3038240	2840712	102356
Sudeste, SP, *	2021-05-13	485	45919049	0	3053889	2855142	102934
Sudeste, SP, *	2021-05-14	486	45919049	0	3069804	2871070	103493
Sudeste, SP, *	2021-05-15	487	45919049	0	3085290	2885310	103995
Sudeste, SP, *	2021-05-16	488	45919049	0	3092844	2890889	104219
Sudeste, SP, *	2021-05-17	489	45919049	0	3096845	2894219	104295
Sudeste, SP, *	2021-05-18	490	45919049	0	3112624	2910403	105105
Sudeste, SP, *	2021-05-19	491	45919049	0	3129412	2925387	105852
Sudeste, SP, *	2021-05-20	492	45919049	0	3147348	2939436	106437
