Territory	Date	t	N	S(t)	I(t)	R(t)	D(t)
['Sudeste, *, *']	2020-04-02	37	900000	878964	18521	1387	1128
['Sudeste, *, *']	2020-04-03	38	900000	875712	21050	1924	1314
['Sudeste, *, *']	2020-04-04	39	900000	873204	23004	2232	1560
['Sudeste, *, *']	2020-04-05	40	900000	872280	23000	3070	1650
['Sudeste, *, *']	2020-04-06	41	900000	870804	23748	3624	1824
['Sudeste, *, *']	2020-04-07	42	900000	865908	27924	3942	2226
['Sudeste, *, *']	2020-04-08	43	900000	859752	33476	4204	2568
['Sudeste, *, *']	2020-04-09	44	900000	855120	36767	5137	2976
['Sudeste, *, *']	2020-04-10	45	900000	850704	40077	5979	3240
['Sudeste, *, *']	2020-04-11	46	900000	849486	40278	6876	3360
['Sudeste, *, *']	2020-04-12	47	900000	847470	41848	7154	3528
['Sudeste, *, *']	2020-04-13	48	900000	846630	42234	7488	3648
['Sudeste, *, *']	2020-04-14	49	900000	843774	40563	11493	4170
['Sudeste, *, *']	2020-04-15	50	900000	833742	46913	14677	4668
['Sudeste, *, *']	2020-04-16	51	900000	830592	47022	17268	5118
['Sudeste, *, *']	2020-04-17	52	900000	822954	51483	19995	5568
['Sudeste, *, *']	2020-04-18	53	900000	816636	55338	22080	5946
['Sudeste, *, *']	2020-04-19	54	900000	814398	56539	22973	6090
['Sudeste, *, *']	2020-04-20	55	900000	812520	56994	24264	6222
['Sudeste, *, *']	2020-04-21	56	900000	807690	57467	28285	6558
['Sudeste, *, *']	2020-04-22	57	900000	804516	55362	33318	6804
['Sudeste, *, *']	2020-04-23	58	900000	799560	55137	37233	8070
['Sudeste, *, *']	2020-04-24	59	900000	793044	56927	40957	9072
['Sudeste, *, *']	2020-04-25	60	900000	779976	67922	42100	10002
['Sudeste, *, *']	2020-04-26	61	900000	775710	70298	43792	10200
['Sudeste, *, *']	2020-04-27	62	900000	769824	74694	44532	10950
['Sudeste, *, *']	2020-04-28	63	900000	755754	84413	47539	12294
['Sudeste, *, *']	2020-04-29	64	900000	743052	87239	56227	13482
['Sudeste, *, *']	2020-04-30	65	900000	727812	98705	59233	14250
['Sudeste, *, *']	2020-05-01	66	900000	717756	101270	65908	15066
['Sudeste, *, *']	2020-05-02	67	900000	712956	100133	71395	15516
['Sudeste, *, *']	2020-05-03	68	900000	709368	101482	73388	15762
['Sudeste, *, *']	2020-05-04	69	900000	706878	102048	75150	15924
['Sudeste, *, *']	2020-05-05	70	900000	695682	107445	79767	17106
['Sudeste, *, *']	2020-05-06	71	900000	672882	125633	83215	18270
['Sudeste, *, *']	2020-05-07	72	900000	660432	132398	87934	19236
['Sudeste, *, *']	2020-05-08	73	900000	649020	136603	93881	20496
['Sudeste, *, *']	2020-05-09	74	900000	633534	140127	104691	21648
['Sudeste, *, *']	2020-05-10	75	900000	627336	141968	108442	22254
['Sudeste, *, *']	2020-05-11	76	900000	623214	140981	113347	22458
['Sudeste, *, *']	2020-05-12	77	900000	613686	137230	125390	23694
['Sudeste, *, *']	2020-05-13	78	900000	593418	144599	137275	24708
['Sudeste, *, *']	2020-05-14	79	900000	574284	149609	150217	25890
['Sudeste, *, *']	2020-05-15	80	900000	549732	163668	159594	27006
['Sudeste, *, *']	2020-05-16	81	900000	532902	174479	164491	28128
['Sudeste, *, *']	2020-05-17	82	900000	525930	177622	167756	28692
['Sudeste, *, *']	2020-05-18	83	900000	521604	179349	170109	28938
['Sudeste, *, *']	2020-05-19	84	900000	504030	184990	180098	30882
['Sudeste, *, *']	2020-05-20	85	900000	480846	187658	199318	32178
['Sudeste, *, *']	2020-05-21	86	900000	457566	198759	210327	33348
['Sudeste, *, *']	2020-05-22	87	900000	438774	205885	220703	34638
['Sudeste, *, *']	2020-05-23	88	900000	416652	211941	235137	36270
['Sudeste, *, *']	2020-05-24	89	900000	407034	215133	240855	36978
['Sudeste, *, *']	2020-05-25	90	900000	398250	219371	245059	37320
['Sudeste, *, *']	2020-05-26	91	900000	383898	222675	254889	38538
['Sudeste, *, *']	2020-05-27	92	900000	363102	223041	273585	40272
['Sudeste, *, *']	2020-05-28	93	900000	324810	241936	291374	41880
['Sudeste, *, *']	2020-05-29	94	900000	290664	252636	313050	43650
['Sudeste, *, *']	2020-05-30	95	900000	257148	269990	327670	45192
['Sudeste, *, *']	2020-05-31	96	900000	241812	278567	333931	45690
['Sudeste, *, *']	2020-06-01	97	900000	232224	283897	337877	46002
['Sudeste, *, *']	2020-06-02	98	900000	190230	307886	353920	47964
['Sudeste, *, *']	2020-06-03	99	900000	159102	315193	376049	49656
