Territory	Date	t	N	S(t)	C(t)	I(t)	R(t)	D(t)
['*, *, *']	2021-02-20	361	211755692	191779882	19975810	1249312	18241444	485054
['*, *, *']	2021-02-21	362	211755692	191686794	20068898	1274521	18307238	487139
['*, *, *']	2021-02-22	363	211755692	191592045	20163647	1285705	18388696	489246
['*, *, *']	2021-02-23	364	211755692	191498832	20256860	1271231	18494216	491413
['*, *, *']	2021-02-24	365	211755692	191399315	20356377	1262338	18600363	493676
['*, *, *']	2021-02-25	366	211755692	191294207	20461485	1264598	18700890	495997
['*, *, *']	2021-02-26	367	211755692	191187654	20568038	1271396	18798351	498291
['*, *, *']	2021-02-27	368	211755692	191078393	20677299	1298909	18877716	500674
['*, *, *']	2021-02-28	369	211755692	190968876	20786816	1340520	18943213	503083
['*, *, *']	2021-03-01	370	211755692	190856616	20899076	1359767	19033775	505534
['*, *, *']	2021-03-02	371	211755692	190744380	21011312	1365027	19138174	508111
['*, *, *']	2021-03-03	372	211755692	190631433	21124259	1377822	19235666	510771
['*, *, *']	2021-03-04	373	211755692	190516136	21239556	1387193	19338864	513499
['*, *, *']	2021-03-05	374	211755692	190399202	21356490	1404105	19436063	516322
['*, *, *']	2021-03-06	375	211755692	190281286	21474406	1441602	19513623	519181
['*, *, *']	2021-03-07	376	211755692	190146698	21608994	1504574	19582230	522190
['*, *, *']	2021-03-08	377	211755692	190013209	21742483	1542707	19674495	525281
['*, *, *']	2021-03-09	378	211755692	189876668	21879024	1555394	19795197	528433
['*, *, *']	2021-03-10	379	211755692	189737360	22018332	1564576	19922011	531745
['*, *, *']	2021-03-11	380	211755692	189598319	22157373	1580141	20042074	535158
['*, *, *']	2021-03-12	381	211755692	189455094	22300598	1610601	20151289	538708
['*, *, *']	2021-03-13	382	211755692	189309300	22446392	1666301	20237673	542418
['*, *, *']	2021-03-14	383	211755692	189177340	22578352	1718768	20313520	546064
['*, *, *']	2021-03-15	384	211755692	189043162	22712530	1750528	20412235	549767
['*, *, *']	2021-03-16	385	211755692	188904939	22850753	1760323	20536696	553734
['*, *, *']	2021-03-17	386	211755692	188764554	22991138	1762572	20670784	557782
['*, *, *']	2021-03-18	387	211755692	188621042	23134650	1771837	20800834	561979
['*, *, *']	2021-03-19	388	211755692	188475531	23280161	1788320	20925502	566339
['*, *, *']	2021-03-20	389	211755692	188329417	23426275	1796094	21059366	570815
['*, *, *']	2021-03-21	390	211755692	188182407	23573285	1825330	21172640	575315
['*, *, *']	2021-03-22	391	211755692	188032541	23723151	1862149	21281130	579872
['*, *, *']	2021-03-23	392	211755692	187881827	23873865	1868177	21421122	584566
['*, *, *']	2021-03-24	393	211755692	187730633	24025059	1869372	21566528	589159
['*, *, *']	2021-03-25	394	211755692	187577019	24178673	1873482	21711480	593711
['*, *, *']	2021-03-26	395	211755692	187427290	24328402	1882974	21846951	598477
['*, *, *']	2021-03-27	396	211755692	187273050	24482642	1928224	21950830	603588
['*, *, *']	2021-03-28	397	211755692	187118574	24637118	1987146	22041147	608825
['*, *, *']	2021-03-29	398	211755692	186967977	24787715	2006511	22167017	614187
['*, *, *']	2021-03-30	399	211755692	186818575	24937117	1993823	22323683	619611
['*, *, *']	2021-03-31	400	211755692	186668479	25087213	1977246	22484426	625541
['*, *, *']	2021-04-01	401	211755692	186520430	25235262	1957690	22645790	631782
['*, *, *']	2021-04-02	402	211755692	186376071	25379621	1951926	22789927	637768
['*, *, *']	2021-04-03	403	211755692	186247251	25508441	1961486	22903737	643218
['*, *, *']	2021-04-04	404	211755692	186122485	25633207	1971707	23012923	648577
['*, *, *']	2021-04-05	405	211755692	185994386	25761306	1958603	23148654	654049
['*, *, *']	2021-04-06	406	211755692	185868797	25886895	1913615	23313686	659594
['*, *, *']	2021-04-07	407	211755692	185745464	26010228	1861848	23483379	665001
['*, *, *']	2021-04-08	408	211755692	185624486	26131206	1817529	23643214	670463
['*, *, *']	2021-04-09	409	211755692	185496890	26258802	1788666	23793898	676238
['*, *, *']	2021-04-10	410	211755692	185362219	26393473	1796031	23915293	682149
['*, *, *']	2021-04-11	411	211755692	185226278	26529414	1831688	24009547	688179
['*, *, *']	2021-04-12	412	211755692	185094395	26661297	1830357	24136927	694013
['*, *, *']	2021-04-13	413	211755692	184961497	26794195	1792735	24301643	699817
['*, *, *']	2021-04-14	414	211755692	184833253	26922439	1750044	24466885	705510
['*, *, *']	2021-04-15	415	211755692	184708767	27046925	1730446	24605440	711039
['*, *, *']	2021-04-16	416	211755692	184587116	27168576	1748087	24704123	716366
['*, *, *']	2021-04-17	417	211755692	184464836	27290856	1785662	24783330	721864
['*, *, *']	2021-04-18	418	211755692	184341115	27414577	1810283	24877005	727289
['*, *, *']	2021-04-19	419	211755692	184218254	27537438	1799363	25005359	732716
['*, *, *']	2021-04-20	420	211755692	184098692	27657000	1759551	25159457	737992
['*, *, *']	2021-04-21	421	211755692	183958624	27797068	1734523	25318556	743989
['*, *, *']	2021-04-22	422	211755692	183824534	27931158	1707243	25474334	749581
['*, *, *']	2021-04-23	423	211755692	183693107	28062585	1698883	25608513	755189
['*, *, *']	2021-04-24	424	211755692	183565229	28190463	1722237	25707630	760596
['*, *, *']	2021-04-25	425	211755692	183437877	28317815	1758042	25793712	766061
['*, *, *']	2021-04-26	426	211755692	183307763	28447929	1765122	25911176	771631
['*, *, *']	2021-04-27	427	211755692	183176213	28579479	1752305	26050028	777146
['*, *, *']	2021-04-28	428	211755692	183062123	28693569	1725742	26185923	781904
['*, *, *']	2021-04-29	429	211755692	182941099	28814593	1703834	26323753	787006
['*, *, *']	2021-04-30	430	211755692	182818841	28936851	1695892	26448896	792063
['*, *, *']	2021-05-01	431	211755692	182697800	29057892	1716050	26544840	797002
['*, *, *']	2021-05-02	432	211755692	182577917	29177775	1747795	26628066	801914
['*, *, *']	2021-05-03	433	211755692	182459639	29296053	1742772	26746707	806574
['*, *, *']	2021-05-04	434	211755692	182340468	29415224	1671048	26932864	811312
['*, *, *']	2021-05-05	435	211755692	182223310	29532382	1620808	27095634	815940
['*, *, *']	2021-05-06	436	211755692	182104232	29651460	1616113	27214899	820448
['*, *, *']	2021-05-07	437	211755692	181984593	29771099	1619090	27327257	824752
['*, *, *']	2021-05-08	438	211755692	181859358	29896334	1647708	27419432	829194
['*, *, *']	2021-05-09	439	211755692	181735069	30020623	1678078	27509082	833463
['*, *, *']	2021-05-10	440	211755692	181611594	30144098	1679828	27626552	837718
['*, *, *']	2021-05-11	441	211755692	181489779	30265913	1653737	27770499	841677
['*, *, *']	2021-05-12	442	211755692	181367443	30388249	1630574	27912086	845589
['*, *, *']	2021-05-13	443	211755692	181243440	30512252	1617413	28045420	849419
['*, *, *']	2021-05-14	444	211755692	181118405	30637287	1627960	28156065	853262
['*, *, *']	2021-05-15	445	211755692	180993689	30762003	1664355	28240621	857027
['*, *, *']	2021-05-16	446	211755692	180869116	30886576	1698628	28327178	860770
['*, *, *']	2021-05-17	447	211755692	180742103	31013589	1707308	28441673	864608
['*, *, *']	2021-05-18	448	211755692	180613744	31141948	1689563	28583880	868505
['*, *, *']	2021-05-19	449	211755692	180483829	31271863	1666245	28733225	872393
['*, *, *']	2021-05-20	450	211755692	180354303	31401389	1653462	28871620	876307
['*, *, *']	2021-05-21	451	211755692	180223997	31531695	1653883	28997578	880234
['*, *, *']	2021-05-22	452	211755692	180092695	31662997	1688678	29090202	884117
['*, *, *']	2021-05-23	453	211755692	179959847	31795845	1737801	29170030	888014
['*, *, *']	2021-05-24	454	211755692	179829490	31926202	1755223	29279237	891742
['*, *, *']	2021-05-25	455	211755692	179699519	32056173	1742005	29418778	895390
['*, *, *']	2021-05-26	456	211755692	179569755	32185937	1718434	29568480	899023
['*, *, *']	2021-05-27	457	211755692	179444967	32310725	1691508	29716661	902556
['*, *, *']	2021-05-28	458	211755692	179328491	32427201	1677895	29843188	906118
['*, *, *']	2021-05-29	459	211755692	179211866	32543826	1698337	29935768	909721
['*, *, *']	2021-05-30	460	211755692	179091892	32663800	1729031	30021411	913358
['*, *, *']	2021-05-31	461	211755692	178971120	32784572	1727938	30139584	917050
['*, *, *']	2021-06-01	462	211755692	178851779	32903913	1697177	30286073	920663
['*, *, *']	2021-06-02	463	211755692	178725053	33030639	1666099	30440131	924409
['*, *, *']	2021-06-03	464	211755692	178594965	33160727	1642458	30590169	928100
['*, *, *']	2021-06-04	465	211755692	178467176	33288516	1631664	30725384	931468
['*, *, *']	2021-06-05	466	211755692	178341455	33414237	1655454	30824006	934777
['*, *, *']	2021-06-06	467	211755692	178215291	33540401	1696453	30905851	938097
['*, *, *']	2021-06-07	468	211755692	178090192	33665500	1704947	31019122	941431
['*, *, *']	2021-06-08	469	211755692	177967348	33788344	1683226	31160116	945002
['*, *, *']	2021-06-09	470	211755692	177851576	33904116	1661133	31294580	948403
['*, *, *']	2021-06-10	471	211755692	177731856	34023836	1660555	31411316	951965
['*, *, *']	2021-06-11	472	211755692	177601588	34154104	1669378	31528950	955776
['*, *, *']	2021-06-12	473	211755692	177469829	34285863	1688385	31637833	959645
['*, *, *']	2021-06-13	474	211755692	177341834	34413858	1720907	31729412	963539
['*, *, *']	2021-06-14	475	211755692	177211653	34544039	1732838	31843815	967386
['*, *, *']	2021-06-15	476	211755692	177074794	34680898	1703811	32005896	971191
['*, *, *']	2021-06-16	477	211755692	176947678	34808014	1667873	32165383	974758
