regiao,estado,municipio,data,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos
Sudeste,SP,,2021-03-21,45919049.0,2306326.0,8265,67558,144,,
Sudeste,SP,,2021-03-22,45919049.0,2311101.0,4775,67602,44,,
Sudeste,SP,,2021-03-23,45919049.0,2332043.0,20942,68623,1021,,
Sudeste,SP,,2021-03-24,45919049.0,2352438.0,20395,68904,281,,
Sudeste,SP,,2021-03-25,45919049.0,2370885.0,18447,69503,599,,
Sudeste,SP,,2021-03-26,45919049.0,2392374.0,21489,70696,1193,,
Sudeste,SP,,2021-03-27,45919049.0,2410498.0,18124,71747,1051,,
Sudeste,SP,,2021-03-28,45919049.0,2420100.0,9602,71991,244,,
Sudeste,SP,,2021-03-29,45919049.0,2425320.0,5220,72283,292,,
Sudeste,SP,,2021-03-30,45919049.0,2446680.0,21360,73492,1209,,
Sudeste,SP,,2021-03-31,45919049.0,2469849.0,23169,74652,1160,,
Sudeste,SP,,2021-04-01,45919049.0,2496416.0,26567,75734,1082,,
Sudeste,SP,,2021-04-02,45919049.0,2513178.0,16762,76552,818,,
Sudeste,SP,,2021-04-03,45919049.0,2520204.0,7026,76750,198,,
Sudeste,SP,,2021-04-04,45919049.0,2527400.0,7196,77020,270,,
Sudeste,SP,,2021-04-05,45919049.0,2532047.0,4647,77165,145,,
Sudeste,SP,,2021-04-06,45919049.0,2554841.0,22794,78554,1389,,
Sudeste,SP,,2021-04-07,45919049.0,2576362.0,21521,79443,889,,
Sudeste,SP,,2021-04-08,45919049.0,2597366.0,21004,80742,1299,,
Sudeste,SP,,2021-04-09,45919049.0,2618067.0,20701,81750,1008,,
Sudeste,SP,,2021-04-10,45919049.0,2635378.0,17311,82407,657,,
Sudeste,SP,,2021-04-11,45919049.0,2643534.0,8156,82917,510,,
Sudeste,SP,,2021-04-12,45919049.0,2648844.0,5310,83098,181,,
Sudeste,SP,,2021-04-13,45919049.0,2667241.0,18397,84380,1282,,
Sudeste,SP,,2021-04-14,45919049.0,2686031.0,18790,85475,1095,,
Sudeste,SP,,2021-04-15,45919049.0,2704098.0,18067,86535,1060,,
Sudeste,SP,,2021-04-16,45919049.0,2722077.0,17979,87326,791,,
Sudeste,SP,,2021-04-17,45919049.0,2739823.0,17746,88097,771,,
Sudeste,SP,,2021-04-18,45919049.0,2746217.0,6394,88350,253,,
Sudeste,SP,,2021-04-19,45919049.0,2750300.0,4083,88528,178,,
Sudeste,SP,,2021-04-20,45919049.0,2769360.0,19060,89650,1122,,
Sudeste,SP,,2021-04-21,45919049.0,2786483.0,17123,90627,977,,
Sudeste,SP,,2021-04-22,45919049.0,2793750.0,7267,90810,183,,
Sudeste,SP,,2021-04-23,45919049.0,2811562.0,17812,91673,863,,
Sudeste,SP,,2021-04-24,45919049.0,2827833.0,16271,92548,875,,
Sudeste,SP,,2021-04-25,45919049.0,2834321.0,6488,92693,145,,
Sudeste,SP,,2021-04-26,45919049.0,2838233.0,3912,92798,105,,
Sudeste,SP,,2021-04-27,45919049.0,2856225.0,17992,93842,1044,,
Sudeste,SP,,2021-04-28,45919049.0,2873238.0,17013,94656,814,,
Sudeste,SP,,2021-04-29,45919049.0,2888158.0,14920,95532,876,,
Sudeste,SP,,2021-04-30,45919049.0,2903709.0,15551,96191,659,,
Sudeste,SP,,2021-05-01,45919049.0,2918044.0,14335,96941,750,,
Sudeste,SP,,2021-05-02,45919049.0,2923367.0,5323,97058,117,,
Sudeste,SP,,2021-05-03,45919049.0,2926516.0,3149,97172,114,,
Sudeste,SP,,2021-05-04,45919049.0,2941980.0,15464,98021,849,,
Sudeste,SP,,2021-05-05,45919049.0,2956210.0,14230,98710,689,,
Sudeste,SP,,2021-05-06,45919049.0,2969680.0,13470,99406,696,,
Sudeste,SP,,2021-05-07,45919049.0,2984182.0,14502,99989,583,,
Sudeste,SP,,2021-05-08,45919049.0,2997282.0,13100,100649,660,,
Sudeste,SP,,2021-05-09,45919049.0,3003067.0,5785,100799,150,,
Sudeste,SP,,2021-05-10,45919049.0,3006250.0,3183,100854,55,,
Sudeste,SP,,2021-05-11,45919049.0,3022568.0,16318,101660,806,,
Sudeste,SP,,2021-05-12,45919049.0,3038240.0,15672,102356,696,,
Sudeste,SP,,2021-05-13,45919049.0,3053889.0,15649,102934,578,,
Sudeste,SP,,2021-05-14,45919049.0,3069804.0,15915,103493,559,,
Sudeste,SP,,2021-05-15,45919049.0,3085290.0,15486,103995,502,,
Sudeste,SP,,2021-05-16,45919049.0,3092844.0,7554,104219,224,,
Sudeste,SP,,2021-05-17,45919049.0,3096845.0,4001,104295,76,,
Sudeste,SP,,2021-05-18,45919049.0,3112624.0,15779,105105,810,,
Sudeste,SP,,2021-05-19,45919049.0,3129412.0,16788,105852,747,,
Sudeste,SP,,2021-05-20,45919049.0,3147348.0,17936,106437,585,,
